country,iso2c,year,value,indicator
Pakistan,PK,2007,7.59868441050774,inflation
Pakistan,PK,2006,7.92108440058789,inflation
Pakistan,PK,2005,9.06332737030417,inflation
Pakistan,PK,2004,7.44462469342739,inflation
Pakistan,PK,2003,2.91413470059479,inflation
Pakistan,PK,2002,3.29034472613153,inflation
Pakistan,PK,2001,3.14826144590618,inflation
Pakistan,PK,2000,4.36666451291681,inflation
Pakistan,PK,1999,4.14263718082171,inflation
Pakistan,PK,1998,6.22800415424543,inflation
Pakistan,PK,1997,11.3754928865122,inflation
Pakistan,PK,1996,10.3738085885002,inflation
Pakistan,PK,1995,12.3435785170513,inflation
Pakistan,PK,1994,12.3681943936948,inflation
Pakistan,PK,1993,9.97366476029209,inflation
Pakistan,PK,1992,9.5090414619015,inflation
Pakistan,PK,1991,11.7912703351416,inflation
Pakistan,PK,1990,9.05213155279776,inflation
Pakistan,PK,2024,5.472,unemployment
Pakistan,PK,2023,5.408,unemployment
Pakistan,PK,2022,5.485,unemployment
Pakistan,PK,2021,6.338,unemployment
Pakistan,PK,2020,6.127,unemployment
Pakistan,PK,2019,4.83,unemployment
Pakistan,PK,2018,4.083,unemployment
Pakistan,PK,2017,3.215,unemployment
Pakistan,PK,2016,2.285,unemployment
Pakistan,PK,2015,3.566,unemployment
Pakistan,PK,2014,1.827,unemployment
Pakistan,PK,2013,2.954,unemployment
Pakistan,PK,2012,3.667,unemployment
Pakistan,PK,2011,0.796,unemployment
Pakistan,PK,2010,0.653,unemployment
Pakistan,PK,2009,0.535,unemployment
Pakistan,PK,2008,0.423,unemployment
Pakistan,PK,2007,0.398,unemployment
Pakistan,PK,2006,0.582,unemployment
Pakistan,PK,2005,0.585,unemployment
Pakistan,PK,2004,0.608,unemployment
Pakistan,PK,2003,0.63,unemployment
Pakistan,PK,2002,0.635,unemployment
Pakistan,PK,2001,0.629,unemployment
Pakistan,PK,2000,0.634,unemployment
Pakistan,PK,1999,0.652,unemployment
Pakistan,PK,1998,0.645,unemployment
Pakistan,PK,1997,0.631,unemployment
Pakistan,PK,1996,0.616,unemployment
Pakistan,PK,1995,0.632,unemployment
Pakistan,PK,1994,0.617,unemployment
Pakistan,PK,1993,0.61,unemployment
Pakistan,PK,1992,0.596,unemployment
Pakistan,PK,1991,0.611,unemployment
Pakistan,PK,1990,NA,unemployment
Pakistan,PK,2024,38809744691.3668,exports
Pakistan,PK,2023,35412994475.698,exports
Pakistan,PK,2022,39515650036.1059,exports
Pakistan,PK,2021,31546332472.5314,exports
Pakistan,PK,2020,27935253908.9592,exports
Pakistan,PK,2019,30136170670.3429,exports
Pakistan,PK,2018,30562205605.5736,exports
Pakistan,PK,2017,27888160733.4655,exports
Pakistan,PK,2016,27400963629.0087,exports
Pakistan,PK,2015,29920081165.7791,exports
Pakistan,PK,2014,30382086972.4595,exports
Pakistan,PK,2013,31497982328.1766,exports
Pakistan,PK,2012,29697611485.2317,exports
Pakistan,PK,2011,31088962295.1378,exports
Pakistan,PK,2010,24858636642.8718,exports
Pakistan,PK,2009,23213002701.9693,exports
Pakistan,PK,2008,24013343672.3078,exports
Pakistan,PK,2007,21406517114.1039,exports
Pakistan,PK,2006,20313153770.8457,exports
Pakistan,PK,2005,17790723344.6096,exports
Pakistan,PK,2004,15103000000,exports
Pakistan,PK,2003,13669643162.0283,exports
Pakistan,PK,2002,11029069178.3046,exports
Pakistan,PK,2001,10322860872.5524,exports
Pakistan,PK,2000,9580014109.68833,exports
Pakistan,PK,1999,9668690721.42037,exports
Pakistan,PK,1998,10252214043.9952,exports
Pakistan,PK,1997,10040500610.948,exports
Pakistan,PK,1996,10703072793.5879,exports
Pakistan,PK,1995,10132269178.8685,exports
Pakistan,PK,1994,8449778027.40581,exports
Pakistan,PK,1993,8394305116.6868,exports
Pakistan,PK,1992,8442738387.45654,exports
Pakistan,PK,1991,7725461182.02971,exports
Pakistan,PK,1990,5917028934.69827,exports
Pakistan,PK,2024,63703262470.9745,imports
Pakistan,PK,2023,61230976267.9855,imports
Pakistan,PK,2022,84315688680.3991,imports
Pakistan,PK,2021,62659182539.6335,imports
Pakistan,PK,2020,52327295403.4835,imports
Pakistan,PK,2019,62624564039.0062,imports
Pakistan,PK,2018,67821965004.981,imports
Pakistan,PK,2017,58514391836.2421,imports
Pakistan,PK,2016,50070595635.3331,imports
Pakistan,PK,2015,50134759860.0874,imports
Pakistan,PK,2014,49596212908.433,imports
Pakistan,PK,2013,48401946136.1579,imports
Pakistan,PK,2012,48633322390.5338,imports
Pakistan,PK,2011,43534938844.223,imports
Pakistan,PK,2010,38066808315.7267,imports
Pakistan,PK,2009,39220849368.7124,imports
Pakistan,PK,2008,45441542692.237,imports
Pakistan,PK,2007,35286555607.2316,imports
Pakistan,PK,2006,33184884874.8509,imports
Pakistan,PK,2005,25595408507.0825,imports
Pakistan,PK,2004,17697600000,imports
Pakistan,PK,2003,14030211712.4808,imports
Pakistan,PK,2002,11619627151.6726,imports
Pakistan,PK,2001,12581363105.462,imports
Pakistan,PK,2000,11769388547.9584,imports
Pakistan,PK,1999,10684436462.7839,imports
Pakistan,PK,1998,10900343051.9781,imports
Pakistan,PK,1997,12967600154.0064,imports
Pakistan,PK,1996,13567628711.2634,imports
Pakistan,PK,1995,11777213240.079,imports
Pakistan,PK,1994,9883122490.28425,imports
Pakistan,PK,1993,11552190707.3422,imports
Pakistan,PK,1992,9984113697.29231,imports
Pakistan,PK,1991,8434875710.52096,imports
Pakistan,PK,1990,8100453419.34278,imports
Pakistan,PK,2024,699220447.973364,current_account
Pakistan,PK,2023,-1039115536.91012,current_account
Pakistan,PK,2022,-12216107000,current_account
Pakistan,PK,2021,-12283106000,current_account
Pakistan,PK,2020,-650874000.000002,current_account
Pakistan,PK,2019,-8557928000,current_account
Pakistan,PK,2018,-18858987000,current_account
Pakistan,PK,2017,-16179621000,current_account
Pakistan,PK,2016,-7190898000,current_account
Pakistan,PK,2015,-2803000000,current_account
Pakistan,PK,2014,-3658000000,current_account
Pakistan,PK,2013,-4416000000,current_account
Pakistan,PK,2012,-2342000000,current_account
Pakistan,PK,2011,-2207000000,current_account
Pakistan,PK,2010,-1354000000,current_account
Pakistan,PK,2009,-3993430000,current_account
Pakistan,PK,2008,-15654500000,current_account
Pakistan,PK,2007,-8301000000,current_account
Pakistan,PK,2006,-6747000000,current_account
Pakistan,PK,2005,-3606200000,current_account
Pakistan,PK,2004,-817000000,current_account
Pakistan,PK,2003,3573000000,current_account
Pakistan,PK,2002,3854000000,current_account
Pakistan,PK,2001,1878000000,current_account
Pakistan,PK,2000,-85000000,current_account
Pakistan,PK,1999,-920000000,current_account
Pakistan,PK,1998,-2248000000,current_account
Pakistan,PK,1997,-1711627499.40942,current_account
Pakistan,PK,1996,-4436052632.56066,current_account
Pakistan,PK,1995,-3348753667.41658,current_account
Pakistan,PK,1994,-1812130082.18639,current_account
Pakistan,PK,1993,-2900570428.99427,current_account
Pakistan,PK,1992,-1876092232.98054,current_account
Pakistan,PK,1991,-1266420091.89181,current_account
Pakistan,PK,1990,-1661409654.56822,current_account
Pakistan,PK,2024,NA,external_debt
Pakistan,PK,2023,130847370987.4,external_debt
Pakistan,PK,2022,127708005954.8,external_debt
Pakistan,PK,2021,130851037023.9,external_debt
Pakistan,PK,2020,118033657367,external_debt
Pakistan,PK,2019,110177707176.5,external_debt
Pakistan,PK,2018,100199117658,external_debt
Pakistan,PK,2017,93158143047.2,external_debt
Pakistan,PK,2016,75206431382.3,external_debt
Pakistan,PK,2015,68749830505.4,external_debt
Pakistan,PK,2014,64359863497.7,external_debt
Pakistan,PK,2013,60297830475.4,external_debt
Pakistan,PK,2012,63954134989.1,external_debt
Pakistan,PK,2011,65088322904.6,external_debt
Pakistan,PK,2010,63482952104,external_debt
Pakistan,PK,2009,57000598838.8,external_debt
Pakistan,PK,2008,50185422683.6,external_debt
Pakistan,PK,2007,42604467681.2,external_debt
Pakistan,PK,2006,37723507983.7,external_debt
Pakistan,PK,2005,34578129331.9,external_debt
Pakistan,PK,2004,36934077634.9,external_debt
Pakistan,PK,2003,37037199280.5,external_debt
Pakistan,PK,2002,34320831455.5,external_debt
Pakistan,PK,2001,32367945483.1,external_debt
Pakistan,PK,2000,33109821460,external_debt
Pakistan,PK,1999,34190096147.4,external_debt
Pakistan,PK,1998,32310194703.8,external_debt
Pakistan,PK,1997,30095124742.1,external_debt
Pakistan,PK,1996,29850953918.3,external_debt
Pakistan,PK,1995,30241086482.6,external_debt
Pakistan,PK,1994,27390827116.9,external_debt
Pakistan,PK,1993,24551561529.1,external_debt
Pakistan,PK,1992,24919617589.9,external_debt
Pakistan,PK,1991,23363317172.7,external_debt
Pakistan,PK,1990,20663375831.9,external_debt
Pakistan,PK,2024,NA,poverty_rate
Pakistan,PK,2023,NA,poverty_rate
Pakistan,PK,2022,NA,poverty_rate
Pakistan,PK,2021,NA,poverty_rate
Pakistan,PK,2020,NA,poverty_rate
Pakistan,PK,2019,NA,poverty_rate
Pakistan,PK,2018,21.9,poverty_rate
Pakistan,PK,2017,NA,poverty_rate
Pakistan,PK,2016,NA,poverty_rate
Pakistan,PK,2015,24.3,poverty_rate
Pakistan,PK,2014,NA,poverty_rate
Pakistan,PK,2013,29.5,poverty_rate
Pakistan,PK,2012,NA,poverty_rate
Pakistan,PK,2011,36.3,poverty_rate
Pakistan,PK,2010,36.8,poverty_rate
Pakistan,PK,2009,NA,poverty_rate
Pakistan,PK,2008,NA,poverty_rate
Pakistan,PK,2007,44.1,poverty_rate
Pakistan,PK,2006,NA,poverty_rate
Pakistan,PK,2005,50.4,poverty_rate
Pakistan,PK,2004,51.7,poverty_rate
Pakistan,PK,2003,NA,poverty_rate
Pakistan,PK,2002,NA,poverty_rate
Pakistan,PK,2001,64.3,poverty_rate
Pakistan,PK,2000,NA,poverty_rate
Pakistan,PK,1999,NA,poverty_rate
Pakistan,PK,1998,NA,poverty_rate
Pakistan,PK,1997,NA,poverty_rate
Pakistan,PK,1996,NA,poverty_rate
Pakistan,PK,1995,NA,poverty_rate
Pakistan,PK,1994,NA,poverty_rate
Pakistan,PK,1993,NA,poverty_rate
Pakistan,PK,1992,NA,poverty_rate
Pakistan,PK,1991,NA,poverty_rate
Pakistan,PK,1990,NA,poverty_rate
