country,iso2c,year,value,indicator
Pakistan,PK,1997,716253125.440908,fdi
Pakistan,PK,1997,142531804,population
Pakistan,PK,1997,32.348,urban_pop
Pakistan,PK,1997,60.623,life_expectancy
Pakistan,PK,1997,NA,literacy
Pakistan,PK,1998,2.55023429817393,gdp_growth
Pakistan,PK,1998,62191955814.3478,gdp_current
Pakistan,PK,1998,424.453697798497,gdp_per_capita
Pakistan,PK,1998,6.22800415424543,inflation
Pakistan,PK,1998,0.645,unemployment
Pakistan,PK,1998,10252214043.9952,exports
Pakistan,PK,1998,10900343051.9781,imports
Pakistan,PK,1998,506000000,fdi
Pakistan,PK,1998,146522356,population
Pakistan,PK,1998,32.585,urban_pop
Pakistan,PK,1998,61.134,life_expectancy
Pakistan,PK,1998,43,literacy
Pakistan,PK,1999,3.66013273943236,gdp_growth
Pakistan,PK,1999,62973857068.5113,gdp_current
Pakistan,PK,1999,418.249257055367,gdp_per_capita
Pakistan,PK,1999,4.14263718082171,inflation
Pakistan,PK,1999,0.652,unemployment
Pakistan,PK,1999,9668690721.42037,exports
Pakistan,PK,1999,10684436462.7839,imports
Pakistan,PK,1999,532000000,fdi
Pakistan,PK,1999,150565377,population
Pakistan,PK,1999,32.783,urban_pop
Pakistan,PK,1999,61.54,life_expectancy
Pakistan,PK,1999,NA,literacy
Pakistan,PK,2000,4.2600880111325,gdp_growth
Pakistan,PK,2000,99484802344.5277,gdp_current
Pakistan,PK,2000,642.338346499898,gdp_per_capita
Pakistan,PK,2000,4.36666451291681,inflation
Pakistan,PK,2000,0.634,unemployment
Pakistan,PK,2000,9580014109.68833,exports
Pakistan,PK,2000,11769388547.9584,imports
Pakistan,PK,2000,308000000,fdi
Pakistan,PK,2000,154879127,population
Pakistan,PK,2000,32.982,urban_pop
Pakistan,PK,2000,61.903,life_expectancy
Pakistan,PK,2000,NA,literacy
Pakistan,PK,2001,3.65135017083765,gdp_growth
Pakistan,PK,2001,97145618479.9038,gdp_current
Pakistan,PK,2001,609.939506905073,gdp_per_capita
Pakistan,PK,2001,3.14826144590618,inflation
Pakistan,PK,2001,0.629,unemployment
Pakistan,PK,2001,10322860872.5524,exports
Pakistan,PK,2001,12581363105.462,imports
Pakistan,PK,2001,378000000,fdi
Pakistan,PK,2001,159270907,population
Pakistan,PK,2001,33.18,urban_pop
Pakistan,PK,2001,62.241,life_expectancy
Pakistan,PK,2001,NA,literacy
Pakistan,PK,2002,2.59481668445784,gdp_growth
Pakistan,PK,2002,97923302809.3537,gdp_current
Pakistan,PK,2002,599.937345723927,gdp_per_capita
Pakistan,PK,2002,3.29034472613153,inflation
Pakistan,PK,2002,0.635,unemployment
Pakistan,PK,2002,11029069178.3046,exports
Pakistan,PK,2002,11619627151.6726,imports
Pakistan,PK,2002,826000000,fdi
Pakistan,PK,2002,163222549,population
Pakistan,PK,2002,33.38,urban_pop
Pakistan,PK,2002,62.556,life_expectancy
Pakistan,PK,2002,NA,literacy
Pakistan,PK,2003,5.40131087314342,gdp_growth
Pakistan,PK,2003,112371913740.823,gdp_current
Pakistan,PK,2003,672.44178669894,gdp_per_capita
Pakistan,PK,2003,2.91413470059479,inflation
Pakistan,PK,2003,0.63,unemployment
Pakistan,PK,2003,13669643162.0283,exports
Pakistan,PK,2003,14030211712.4808,imports
Pakistan,PK,2003,534000000,fdi
Pakistan,PK,2003,167110248,population
Pakistan,PK,2003,33.58,urban_pop
Pakistan,PK,2003,62.834,life_expectancy
Pakistan,PK,2003,NA,literacy
Pakistan,PK,2004,7.83125556961251,gdp_growth
Pakistan,PK,2004,132216048339.413,gdp_current
Pakistan,PK,2004,771.902247348954,gdp_per_capita
Pakistan,PK,2004,7.44462469342739,inflation
Pakistan,PK,2004,0.608,unemployment
Pakistan,PK,2004,15103000000,exports
Pakistan,PK,2004,17697600000,imports
Pakistan,PK,2004,1118000000,fdi
Pakistan,PK,2004,171286000,population
Pakistan,PK,2004,33.781,urban_pop
Pakistan,PK,2004,63.097,life_expectancy
Pakistan,PK,2004,NA,literacy
Pakistan,PK,2005,7.2765744364722,gdp_growth
Pakistan,PK,2005,145208562960.767,gdp_current
Pakistan,PK,2005,827.619861189926,gdp_per_capita
Pakistan,PK,2005,9.06332737030417,inflation
Pakistan,PK,2005,0.585,unemployment
Pakistan,PK,2005,17790723344.6096,exports
Pakistan,PK,2005,25595408507.0825,imports
Pakistan,PK,2005,2201000000,fdi
Pakistan,PK,2005,175453212,population
Pakistan,PK,2005,33.982,urban_pop
Pakistan,PK,2005,62.416,life_expectancy
Pakistan,PK,2005,50,literacy
Pakistan,PK,2006,6.05163767569996,gdp_growth
Pakistan,PK,2006,161871385506.36,gdp_current
Pakistan,PK,2006,900.873564984808,gdp_per_capita
Pakistan,PK,2006,7.92108440058789,inflation
Pakistan,PK,2006,0.582,unemployment
Pakistan,PK,2006,20313153770.8457,exports
Pakistan,PK,2006,33184884874.8509,imports
Pakistan,PK,2006,4273000000,fdi
Pakistan,PK,2006,179682690,population
Pakistan,PK,2006,34.184,urban_pop
Pakistan,PK,2006,63.624,life_expectancy
Pakistan,PK,2006,54,literacy
Pakistan,PK,2007,4.4448143398844,gdp_growth
Pakistan,PK,2007,184140869997.46,gdp_current
Pakistan,PK,2007,998.090114197524,gdp_per_capita
Pakistan,PK,2007,7.59868441050774,inflation
Pakistan,PK,2007,0.398,unemployment
Pakistan,PK,2007,21406517114.1039,exports
Pakistan,PK,2007,35286555607.2316,imports
Pakistan,PK,2007,5590000000,fdi
Pakistan,PK,2007,184493231,population
Pakistan,PK,2007,34.387,urban_pop
Pakistan,PK,2007,63.807,life_expectancy
Pakistan,PK,2007,52,literacy
Pakistan,PK,2008,2.1204410433083,gdp_growth
Pakistan,PK,2008,202203748583.854,gdp_current
Pakistan,PK,2008,1067.04324565284,gdp_per_capita
Pakistan,PK,2008,20.2861210929554,inflation
Pakistan,PK,2008,0.423,unemployment
Pakistan,PK,2008,24013343672.3078,exports
Pakistan,PK,2008,45441542692.237,imports
Pakistan,PK,2008,5438000000,fdi
Pakistan,PK,2008,189499113,population
Pakistan,PK,2008,34.59,urban_pop
Pakistan,PK,2008,64.002,life_expectancy
Pakistan,PK,2008,56,literacy
Pakistan,PK,2009,3.47255059567348,gdp_growth
Pakistan,PK,2009,187337783856.466,gdp_current
Pakistan,PK,2009,963.788066395225,gdp_per_capita
Pakistan,PK,2009,13.6477650639761,inflation
Pakistan,PK,2009,0.535,unemployment
Pakistan,PK,2009,23213002701.9693,exports
Pakistan,PK,2009,39220849368.7124,imports
Pakistan,PK,2009,2338000000,fdi
Pakistan,PK,2009,194376534,population
Pakistan,PK,2009,34.793,urban_pop
Pakistan,PK,2009,64.206,life_expectancy
Pakistan,PK,2009,55,literacy
Pakistan,PK,2010,1.50171752152883,gdp_growth
Pakistan,PK,2010,196709621849.586,gdp_current
Pakistan,PK,2010,987.304571124485,gdp_per_capita
Pakistan,PK,2010,12.9388705634889,inflation
Pakistan,PK,2010,0.653,unemployment
Pakistan,PK,2010,24858636642.8718,exports
Pakistan,PK,2010,38066808315.7267,imports
Pakistan,PK,2010,2022000000,fdi
Pakistan,PK,2010,199239047,population
Pakistan,PK,2010,34.997,urban_pop
Pakistan,PK,2010,64.378,life_expectancy
Pakistan,PK,2010,55,literacy
Pakistan,PK,2011,2.68011685421705,gdp_growth
Pakistan,PK,2011,230586581059.665,gdp_current
Pakistan,PK,2011,1131.73513834324,gdp_per_capita
Pakistan,PK,2011,11.9160927116277,inflation
Pakistan,PK,2011,0.796,unemployment
Pakistan,PK,2011,31088962295.1378,exports
Pakistan,PK,2011,43534938844.223,imports
Pakistan,PK,2011,1326000000,fdi
Pakistan,PK,2011,203746065,population
Pakistan,PK,2011,35.202,urban_pop
Pakistan,PK,2011,64.659,life_expectancy
Pakistan,PK,2011,55,literacy
Pakistan,PK,2012,3.02758391088629,gdp_growth
Pakistan,PK,2012,250106966104.704,gdp_current
Pakistan,PK,2012,1204.36475491585,gdp_per_capita
Pakistan,PK,2012,9.68235186055684,inflation
Pakistan,PK,2012,3.667,unemployment
Pakistan,PK,2012,29697611485.2317,exports
Pakistan,PK,2012,48633322390.5338,imports
Pakistan,PK,2012,859000000,fdi
Pakistan,PK,2012,207667125,population
Pakistan,PK,2012,35.408,urban_pop
Pakistan,PK,2012,64.883,life_expectancy
Pakistan,PK,2012,57,literacy
Pakistan,PK,2013,4.36686504978387,gdp_growth
Pakistan,PK,2013,258657231672.412,gdp_current
Pakistan,PK,2013,1225.4340119198,gdp_per_capita
Pakistan,PK,2013,7.69215611899565,inflation
Pakistan,PK,2013,2.954,unemployment
Pakistan,PK,2013,31497982328.1766,exports
Pakistan,PK,2013,48401946136.1579,imports
Pakistan,PK,2013,1333000000,fdi
Pakistan,PK,2013,211073978,population
Pakistan,PK,2013,35.613,urban_pop
Pakistan,PK,2013,65.129,life_expectancy
Pakistan,PK,2013,56,literacy
Pakistan,PK,2014,4.11642817161422,gdp_growth
Pakistan,PK,2014,271390474857.632,gdp_current
Pakistan,PK,2014,1266.61340849959,gdp_per_capita
Pakistan,PK,2014,7.18938402847028,inflation
Pakistan,PK,2014,1.827,unemployment
Pakistan,PK,2014,30382086972.4595,exports
Pakistan,PK,2014,49596212908.433,imports
Pakistan,PK,2014,1887000000,fdi
Pakistan,PK,2014,214264647,population
Pakistan,PK,2014,35.819,urban_pop
Pakistan,PK,2014,65.374,life_expectancy
Pakistan,PK,2014,57,literacy
Pakistan,PK,2015,4.21794209572506,gdp_growth
Pakistan,PK,2015,299963590534.773,gdp_current
Pakistan,PK,2015,1380.47020838317,gdp_per_capita
Pakistan,PK,2015,2.52932817254229,inflation
Pakistan,PK,2015,3.566,unemployment
Pakistan,PK,2015,29920081165.7791,exports
Pakistan,PK,2015,50134759860.0874,imports
Pakistan,PK,2015,1673000000,fdi
Pakistan,PK,2015,217290883,population
Pakistan,PK,2015,36.026,urban_pop
Pakistan,PK,2015,65.641,life_expectancy
Pakistan,PK,2015,NA,literacy
Pakistan,PK,2016,6.57383828511043,gdp_growth
Pakistan,PK,2016,313630000130.435,gdp_current
Pakistan,PK,2016,1424.69161195897,gdp_per_capita
Pakistan,PK,2016,3.7651191635658,inflation
Pakistan,PK,2016,2.285,unemployment
Pakistan,PK,2016,27400963629.0087,exports
Pakistan,PK,2016,50070595635.3331,imports
Pakistan,PK,2016,2576000000,fdi
Pakistan,PK,2016,220138869,population
Pakistan,PK,2016,36.234,urban_pop
Pakistan,PK,2016,65.943,life_expectancy
Pakistan,PK,2016,NA,literacy
Pakistan,PK,2017,4.43262590683975,gdp_growth
Pakistan,PK,2017,339205534861.1,gdp_current
Pakistan,PK,2017,1519.23459514248,gdp_per_capita
Pakistan,PK,2017,4.08537368032608,inflation
Pakistan,PK,2017,3.215,unemployment
Pakistan,PK,2017,27888160733.4655,exports
Pakistan,PK,2017,58514391836.2421,imports
Pakistan,PK,2017,2496000000,fdi
Pakistan,PK,2017,223273967,population
Pakistan,PK,2017,36.442,urban_pop
Pakistan,PK,2017,66.223,life_expectancy
Pakistan,PK,2017,59,literacy
Pakistan,PK,2018,6.15170261099519,gdp_growth
Pakistan,PK,2018,356128166704.921,gdp_current
Pakistan,PK,2018,1569.33814626355,gdp_per_capita
Pakistan,PK,2018,5.07805725868917,inflation
Pakistan,PK,2018,4.083,unemployment
Pakistan,PK,2018,30562205605.5736,exports
Pakistan,PK,2018,67821965004.981,imports
Pakistan,PK,2018,1737000000,fdi
Pakistan,PK,2018,226928892,population
Pakistan,PK,2018,36.666,urban_pop
Pakistan,PK,2018,66.481,life_expectancy
Pakistan,PK,2018,57,literacy
Pakistan,PK,2019,2.49763692943365,gdp_growth
Pakistan,PK,2019,320909472770.669,gdp_current
Pakistan,PK,2019,1390.41690981745,gdp_per_capita
Pakistan,PK,2019,10.5783618004555,inflation
Pakistan,PK,2019,4.83,unemployment
Pakistan,PK,2019,30136170670.3429,exports
Pakistan,PK,2019,62624564039.0062,imports
Pakistan,PK,2019,2234000000,fdi
Pakistan,PK,2019,230800899,population
Pakistan,PK,2019,36.907,urban_pop
Pakistan,PK,2019,66.729,life_expectancy
Pakistan,PK,2019,58,literacy
Pakistan,PK,2020,-1.27408744338709,gdp_growth
Pakistan,PK,2020,300425609817.981,gdp_current
Pakistan,PK,2020,1278.39735206896,gdp_per_capita
Pakistan,PK,2020,9.73999313898155,inflation
Pakistan,PK,2020,6.127,unemployment
Pakistan,PK,2020,27935253908.9592,exports
Pakistan,PK,2020,52327295403.4835,imports
Pakistan,PK,2020,2057000000,fdi
Pakistan,PK,2020,235001746,population
Pakistan,PK,2020,37.165,urban_pop
Pakistan,PK,2020,65.701,life_expectancy
Pakistan,PK,2020,NA,literacy
Pakistan,PK,2021,6.51388575852702,gdp_growth
Pakistan,PK,2021,348516647445.148,gdp_current
Pakistan,PK,2021,1455.31922370186,gdp_per_capita
Pakistan,PK,2021,9.49621056124947,inflation
Pakistan,PK,2021,6.338,unemployment
Pakistan,PK,2021,31546332472.5314,exports
Pakistan,PK,2021,62659182539.6335,imports
Pakistan,PK,2021,2147000000,fdi
Pakistan,PK,2021,239477801,population
Pakistan,PK,2021,37.44,urban_pop
Pakistan,PK,2021,65.773,life_expectancy
Pakistan,PK,2021,NA,literacy
Pakistan,PK,2022,4.7781068690358,gdp_growth
Pakistan,PK,2022,374890295666.694,gdp_current
Pakistan,PK,2022,1538.3228133171,gdp_per_capita
Pakistan,PK,2022,19.8738599646655,inflation
Pakistan,PK,2022,5.485,unemployment
Pakistan,PK,2022,39515650036.1059,exports
Pakistan,PK,2022,84315688680.3991,imports
Pakistan,PK,2022,1462000000,fdi
Pakistan,PK,2022,243700667,population
Pakistan,PK,2022,37.731,urban_pop
Pakistan,PK,2022,67.417,life_expectancy
Pakistan,PK,2022,NA,literacy
Pakistan,PK,2023,-0.0398389716673506,gdp_growth
Pakistan,PK,2023,337885531778.052,gdp_current
Pakistan,PK,2023,1365.16927410976,gdp_per_capita
Pakistan,PK,2023,30.7681280657005,inflation
Pakistan,PK,2023,5.408,unemployment
Pakistan,PK,2023,35412994475.698,exports
Pakistan,PK,2023,61230976267.9855,imports
Pakistan,PK,2023,2048000000,fdi
Pakistan,PK,2023,247504495,population
Pakistan,PK,2023,38.04,urban_pop
Pakistan,PK,2023,67.649,life_expectancy
Pakistan,PK,2023,NA,literacy
